Date,Operator,Flight phase,Crash location,Total fatalities,Crash cause,Crash year,U Year,Total Death,,P Year,P Count,Operator,Op fatalities,
11/26/1960,Air America,Flight,Phônsavan Xieng Khouang Province,2,Technical failure,1960,,,,,,,,
12/4/1960,Aeroflot - Russian International Airlines,Flight,Chernovo Nizhny Novgorod oblast,14,Technical failure,1960,,,,,,,,
12/4/1960,Polynesian Airline of Samoa - Polynesian Airlines,Landing (descent or approach),Faleolo All Samoa Islands,0,Technical failure,1960,,,,,,,,
12/7/1960,Real Aerovias,Flight,Cachimbo Pará,15,Technical failure,1960,,,,,,,,
12/9/1960,United States Air Force - USAF,Flight,Plainfield Vermont,1,Human factor,1960,,,,,,,,
12/10/1960,Aeroflot - Russian International Airlines,Flight,Semipalatinsk Pavlodar,12,Human factor,1960,,,,,,,,
12/11/1960,Argentinian Air Force - Fuerza Aérea Argentina,Flight,San Andres de Giles Buenos Aires province,31,Human factor,1960,,,,,,,,
12/11/1960,Brazilian Air Force - Força Aérea Brasileira,Takeoff (climb),Lisbon Estremadura - Lisbon District,8,Unknown,1960,,,,,,,,
12/12/1960,Airlines of New South Wales,Flight,Sydney New South Wales,3,Unknown,1960,,,,,,,,
12/15/1960,United States Air Force - USAF,Landing (descent or approach),Larson AFB Washington,0,Human factor,1960,,,,,,,,
12/15/1960,Mandated Airlines,Flight,Kuli All Papua New Guinea,2,Unknown,1960,,,,,,,,
12/16/1960,United Airlines,Landing (descent or approach),New York New York,90,Human factor,1960,,,,,,,,
12/16/1960,Trans World Airlines - TWA,Landing (descent or approach),Staten Island Airfield New York,44,Human factor,1960,,,,,,,,
12/17/1960,United States Air Force - USAF,Landing (descent or approach),Munich Bavaria,53,Human factor,1960,,,,,,,,
12/17/1960,Chilean Air Force - Fuerza Aérea de Chile,Flight,Puerto Montt Región de Los Lagos,4,Weather,1960,,,,,,,,
12/18/1960,Wien Alaska Airlines,Takeoff (climb),Northeast Cape (St Lawrence Island) Alaska,0,Other causes,1960,,,,,,,,
12/18/1960,VARIG - Viação Aérea Rio Grandense,Landing (descent or approach),São Paulo-Congonhas São Paulo,0,Human factor,1960,,,,,,,,
12/19/1960,Bulgarian Air Force - Bulgarski Voennov Azdushni Sili,Landing (descent or approach),Vakarel Sofia Province,5,Human factor,1960,,,,,,,,
12/21/1960,Venezuelan Air Force - Fuerza Aérea Venezolana,Flight,Venezuela All Venezuela,3,Unknown,1960,,,,,,,,
12/21/1960,Borneo Airways,Landing (descent or approach),Kota Kinabalu Sabah,0,Unknown,1960,,,,,,,,
12/21/1960,Private American,Landing (descent or approach),Bilbao-Sondica Basque Country,1,Technical failure,1960,,,,,,,,
12/21/1960,United States Navy - USN,Flight,Cape Race Newfoundland & Labrador,9,Unknown,1960,,,,,,,,
12/22/1960,Philippine Airlines - PAL,Takeoff (climb),Cebu City Cebu,28,Technical failure,1960,,,,,,,,
12/27/1960,United States Air Force - USAF,Flight,Piney Flats Tennessee,1,Human factor,1960,,,,,,,,
12/28/1960,Aeroflot - Russian International Airlines,Landing (descent or approach),Ulyanovsk Ulyanovsk oblast,17,Weather,1960,,,,,,,,
12/30/1960,Rijksluchtvaartschool - RLS,Landing (descent or approach),Groningen-Eelde Drenthe,4,Unknown,1960,,,,,,,,
12/31/1960,Canadian Government,NA,Vancouver British Columbia,0,Unknown,1960,,,,,,,,
12/31/1960,Compania Impulsora de Aviación,NA,Mexico All Mexico,0,Unknown,1960,,,,,,,,
12/31/1960,French Navy,Flight,France All France,0,Unknown,1960,,,,,,,,
12/31/1960,Private American,NA,Anchorage Alaska,0,Unknown,1960,,,,,,,,
12/31/1960,Ringsby Truck Lines,NA,United States of America All United States of America,0,Unknown,1960,,,,,,,,
12/31/1960,Private French,Flight,Atlantic Ocean All World,0,Unknown,1960,,,,,,,,
1/2/1961,Royal Netherlands Air Force - Koninklijke Luchtmacht,Flight,Biak Special Region of Papua,5,Technical failure,1961,,,,,,,,
1/2/1961,CSA Czech Airlines - Ceskoslovenské Státní Aerolinie,Takeoff (climb),Prague-Ruzyne Prague (Hlavní mesto Praha),10,Unknown,1961,,,,,,,,
1/3/1961,Finnair,Landing (descent or approach),Koivulahti Ostrobothnia,25,Human factor,1961,,,,,,,,
1/3/1961,Aeroflot - Russian International Airlines,Flight,Santash Pass Issyk Kul Province,9,Human factor,1961,,,,,,,,
1/4/1961,Argentinian Navy - Armada Argentina,Takeoff (climb),Puerto Belgrano NAS Buenos Aires province,0,Unknown,1961,,,,,,,,
1/9/1961,United States Air Force - USAF,Landing (descent or approach),Spangdahlem AFB Rhineland-Palatinate,0,Human factor,1961,,,,,,,,
1/15/1961,Spanish Air Force - Ejército del Aire,Takeoff (climb),Palma de Mallorca Balearic Islands,4,Unknown,1961,,,,,,,,
1/15/1961,United States Air Force - USAF,Landing (descent or approach),Fort Campbell AFB Kentucky,5,Human factor,1961,,,,,,,,
1/17/1961,Aeroflot - Russian International Airlines,Flight,Pervoye Maya Volgograd oblast,5,Human factor,1961,,,,,,,,
1/19/1961,Aeronaves de Mexico,Takeoff (climb),New York-Idlewild New York,4,Human factor,1961,,,,,,,,
1/19/1961,United States Air Force - USAF,Flight,Monticello Utah,1,Weather,1961,,,,,,,,
1/22/1961,Capitol Airways,Flight,Katy Texas,2,Technical failure,1961,,,,,,,,
1/22/1961,United States Navy - USN,Landing (descent or approach),Midway Island United States Minor Outlying Islands,9,Human factor,1961,,,,,,,,
1/23/1961,German Air Force - Deutsche Luftwaffe,Landing (descent or approach),Vilkerath North Rhine-Westphalia,4,Weather,1961,,,,,,,,
1/23/1961,United States Air Force - USAF,Landing (descent or approach),Bilbao-Sondica Basque Country,0,Unknown,1961,,,,,,,,
1/23/1961,Royal Air Force - RAF,Takeoff (climb),Nairobi-Eastleigh (Moi Air Base) Nairobi City District,0,Technical failure,1961,,,,,,,,
1/23/1961,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Landing (descent or approach),Sam Neua Houaphan Province,0,Weather,1961,,,,,,,,
1/24/1961,United States Air Force - USAF,Landing (descent or approach),Seymour Johnson AFB North Carolina,3,Technical failure,1961,,,,,,,,
1/24/1961,Garuda Indonesian Airways,Flight,Mt Burangrang West Java,21,Human factor,1961,,,,,,,,
1/26/1961,Panair do Brasil,Landing (descent or approach),Belo Horizonte-Pampulha-Carlos Drummond de Andrade Minas Gerais,0,Human factor,1961,,,,,,,,
1/26/1961,United States Air Force - USAF,Landing (descent or approach),Trinity Bay Newfoundland & Labrador,23,Technical failure,1961,,,,,,,,
1/27/1961,French Navy,Takeoff (climb),Tambacounda Tambacounda Region,6,Unknown,1961,,,,,,,,
1/27/1961,Argentinian Air Force - Fuerza Aérea Argentina,Flight,Mendoza Mendoza,2,Unknown,1961,,,,,,,,
1/27/1961,Irish Air Corps - Aer Chór na hÉireann,Landing (descent or approach),Shannon Munster,4,Weather,1961,,,,,,,,
1/28/1961,American Airlines,Flight,Montauk Point New York,6,Unknown,1961,,,,,,,,
1/30/1961,Aeroflot - Russian International Airlines,Takeoff (climb),Stalingrad Volgograd oblast,1,Human factor,1961,,,,,,,,
1/31/1961,Katanga Air Force,Flight,Lake Upemba Katanga,3,Other causes,1961,,,,,,,,
2/1/1961,Aeroflot - Russian International Airlines,Landing (descent or approach),Vladivostok Primorsky Krai,0,Human factor,1961,,,,,,,,
2/2/1961,Italian Air Force - Aeronautica Militare Italiana,Flight,Kwamouth Bandundu,0,Unknown,1961,,,,,,,,
2/3/1961,Garuda Indonesian Airways,Flight,Java Sea All Indonesia,26,Unknown,1961,,,,,,,,
2/4/1961,Private German,Takeoff (climb),Düsseldorf North Rhine-Westphalia,0,Weather,1961,,,,,,,,
2/5/1961,Aircraft Service,Flight,Waipu Northland Regional Council,1,Technical failure,1961,,,,,,,,
2/6/1961,Union Aéromaritime de Transport - UAT,Flight,Alpe d'Huez Isère,3,Weather,1961,,,,,,,,
2/10/1961,South African Air Force,Flight,Bizana Eastern Cape,5,Unknown,1961,,,,,,,,
2/15/1961,SABENA - Société Anonyme Belge d'Exploitation de la Navigation Aérienne,Landing (descent or approach),Brussels Flemish Brabant,73,Technical failure,1961,,,,,,,,
2/15/1961,Republic of China Air Force,Flight,Doi Tung Chiang Rai (<U+0E40><U+0E0A><U+0E35><U+0E22><U+0E07><U+0E23><U+0E32><U+0E22>),4,"Terrorism act, Hijacking, Sabotage",1961,,,,,,,,
2/15/1961,Italian Air Force - Aeronautica Militare Italiana,Takeoff (climb),Kananga Kasai-Occidental,3,Technical failure,1961,,,,,,,,
2/17/1961,Toyo Menka Kaisha,Flight,Kamaishi Tohoku,0,Unknown,1961,,,,,,,,
2/18/1961,Pan American World Airways - PAA,Landing (descent or approach),Nuremberg Bavaria,0,Human factor,1961,,,,,,,,
2/19/1961,Lindon B. Johnson - LBJ,Landing (descent or approach),LBJ Ranch Texas,2,Human factor,1961,,,,,,,,
2/20/1961,Royal Air Force - RAF,Flight,North Barrule Isle of Man,6,Human factor,1961,,,,,,,,
2/22/1961,Northern Air Service - Canada,Takeoff (climb),Fort Nelson British Columbia,0,Weather,1961,,,,,,,,
2/23/1961,United States Navy - USN,Landing (descent or approach),Bader Field AFB New Jersey,0,Technical failure,1961,,,,,,,,
2/28/1961,United States Air Force - USAF,Takeoff (climb),Selfridge ANGB (Mt Clemens) Michigan,5,Technical failure,1961,,,,,,,,
3/2/1961,Royal Air Force - RAF,Flight,Mt Meru Arusha Region,1,Unknown,1961,,,,,,,,
3/3/1961,Private British,Takeoff (climb),Birmingham West Midlands,0,Unknown,1961,,,,,,,,
3/4/1961,Private Brazilian,Flight,Belém Pará,2,Unknown,1961,,,,,,,,
3/5/1961,United States Air Force - USAF,Landing (descent or approach),Biggs AAF (El Paso) Texas,9,Unknown,1961,,,,,,,,
3/6/1961,Iberia - Lineas Aéreas de Espana,Landing (descent or approach),São Paulo-Congonhas São Paulo,0,Weather,1961,,,,,,,,
3/8/1961,Papuan Air Transport - Patair,Flight,Mt Owen Stanley Oro (Northern),1,Human factor,1961,,,,,,,,
3/9/1961,United States Navy - USN,Flight,Lake George Florida,8,Unknown,1961,,,,,,,,
3/9/1961,Linea Aeropostal Venezolana - LAV,Flight,Páramo de Turmal Trujillo,12,Human factor,1961,,,,,,,,
3/9/1961,Royal Nepal Airlines,NA,Jiri Janakpur,0,Unknown,1961,,,,,,,,
3/14/1961,Brazilian Air Force - Força Aérea Brasileira,Flight,Brasília Distrito Federal,0,Unknown,1961,,,,,,,,
3/14/1961,United States Air Force - USAF,Flight,Yuba City California,0,Technical failure,1961,,,,,,,,
3/15/1961,Aeronorte,Landing (descent or approach),Ponta Grossa Paraná,3,Human factor,1961,,,,,,,,
3/16/1961,Aeroflot - Russian International Airlines,Takeoff (climb),Sverdlovsk Sverdlovsk oblast,7,Technical failure,1961,,,,,,,,
3/17/1961,Aeroflot - Russian International Airlines,Takeoff (climb),Ufa Republic of Bashkortostan,2,Human factor,1961,,,,,,,,
3/22/1961,United States Air Force - USAF,Flight,Marysville California,6,Unknown,1961,,,,,,,,
3/22/1961,Seven Seas Airlines,Landing (descent or approach),Nagpur Maharashtra,0,Technical failure,1961,,,,,,,,
3/22/1961,Pakistan International Airlines - PIA,Flight,Pabna Rajshahi,0,Unknown,1961,,,,,,,,
3/22/1961,Brain %26 Brown Airfreighters,Flight,Lancelin Western Australia,0,Technical failure,1961,,,,,,,,
3/22/1961,Royal Air Force - RAF,Landing (descent or approach),Belfast-Aldergrove Antrim,0,Human factor,1961,,,,,,,,
3/23/1961,United States Air Force - USAF,Flight,Phônsavan Xieng Khouang Province,7,"Terrorism act, Hijacking, Sabotage",1961,,,,,,,,
3/25/1961,Brazilian Air Force - Força Aérea Brasileira,Landing (descent or approach),Natal Rio Grande do Norte,23,Unknown,1961,,,,,,,,
3/25/1961,Polish Air Force - Polska Wojska Lotnicze i Obrony Powietrznej,NA,Poland All Poland,0,Unknown,1961,,,,,,,,
3/26/1961,Cunard Eagle Airways,Landing (descent or approach),Shannon Munster,0,Human factor,1961,,,,,,,,
3/27/1961,Private Swiss,Flight,Rio Benito Centro Sur Province (Evinayong),0,Technical failure,1961,,,,,,,,
3/28/1961,CSA Czech Airlines - Ceskoslovenské Státní Aerolinie,Flight,Forchheim Bavaria,52,Technical failure,1961,,,,,,,,
3/29/1961,Aerotaxi Servicios Aéreos,Flight,Yarumal Antioquia,1,Unknown,1961,,,,,,,,
3/30/1961,United States Air Force - USAF,Flight,Silver Hill North Carolina,6,Human factor,1961,,,,,,,,
4/3/1961,LAN Chile - Linea Aérea Nacional de Chile,Flight,Mt La Gotera Región del Maule,24,Weather,1961,,,,,,,,
4/4/1961,Aeroflot - Russian International Airlines,Flight,Dovyren Republic of Buryatia,2,Technical failure,1961,,,,,,,,
4/4/1961,Argentinian Air Force - Fuerza Aérea Argentina,Landing (descent or approach),Mercedes Buenos Aires province,0,Unknown,1961,,,,,,,,
4/4/1961,Eastern Provincial Airways - EPA,Takeoff (climb),Saint-Pierre All Saint Pierre and Miquelon,0,Technical failure,1961,,,,,,,,
4/5/1961,French Air Force - Armée de l'Air,Landing (descent or approach),Blida Blida,0,Unknown,1961,,,,,,,,
4/7/1961,United States Air Force - USAF,Flight,Mt Taylor New Mexico,3,Technical failure,1961,,,,,,,,
4/8/1961,Texaco Colombia,Landing (descent or approach),Calderon Amazonas,0,Unknown,1961,,,,,,,,
4/8/1961,Papuan Air Transport - Patair,Landing (descent or approach),Bereina Central,0,Technical failure,1961,,,,,,,,
4/12/1961,Canadian Government,Takeoff (climb),Saint-Jean-sur-Richelieu Quebec,0,Human factor,1961,,,,,,,,
4/12/1961,United States Steel Corporation - USS,Landing (descent or approach),Bluefield-Mercer County West Virginia,0,Unknown,1961,,,,,,,,
4/15/1961,Cuban Air Force - Fuerza Aérea del Ejército de Cuba,Flight,Dry Tortugas Florida,2,"Terrorism act, Hijacking, Sabotage",1961,,,,,,,,
4/15/1961,Maritime Central Airways,Landing (descent or approach),Moncton New Brunswick,0,Human factor,1961,,,,,,,,
4/17/1961,Air Taxi Company,Flight,Ardestan Isfahan,5,Weather,1961,,,,,,,,
4/17/1961,Cuban Air Force - Fuerza Aérea del Ejército de Cuba,Flight,Playa Girón Matanzas,4,"Terrorism act, Hijacking, Sabotage",1961,,,,,,,,
4/17/1961,Cuban Air Force - Fuerza Aérea del Ejército de Cuba,Flight,Playa Girón Matanzas,1,"Terrorism act, Hijacking, Sabotage",1961,,,,,,,,
4/18/1961,United States Air Force - USAF,Takeoff (climb),Mt Parker Hong Kong,14,Unknown,1961,,,,,,,,
4/18/1961,Aeroflot - Russian International Airlines,Flight,Novoye Akhperdino Republic of Chuvashia,1,Human factor,1961,,,,,,,,
4/18/1961,United States Navy - USN,Takeoff (climb),Fallon NAS Nevada,6,Unknown,1961,,,,,,,,
4/21/1961,Federal Aviation Administration - FAA,Flight,Mustang Oklahoma,4,Human factor,1961,,,,,,,,
4/24/1961,Aeroflot - Russian International Airlines,Flight,Stepanavan Lori,16,Human factor,1961,,,,,,,,
4/27/1961,Italian Air Force - Aeronautica Militare Italiana,Flight,Syracuse Sicily,3,Technical failure,1961,,,,,,,,
4/27/1961,Air Cameroon,Takeoff (climb),Bangui Ombella-M'Poko,0,Technical failure,1961,,,,,,,,
4/30/1961,Brazilian Air Force - Força Aérea Brasileira,Takeoff (climb),Manaus Amazonas,6,Unknown,1961,,,,,,,,
5/1/1961,Skyways Coach-Air,Landing (descent or approach),Lympne Kent,0,Unknown,1961,,,,,,,,
5/1/1961,Indian Air Force - Bharatiya Vayu Sena,Flight,Rimkhim Post Uttarakhand,0,Human factor,1961,,,,,,,,
5/5/1961,Argentinian Air Force - Fuerza Aérea Argentina,Flight,Chajan Córdoba,5,Unknown,1961,,,,,,,,
5/6/1961,United Arab Airlines,Landing (descent or approach),Kameshli Al-Hasakah Governorate (<U+0627><U+0644><U+062D><U+0633><U+0643><U+0629><U+200E>),0,Human factor,1961,,,,,,,,
5/7/1961,Indian Air Force - Bharatiya Vayu Sena,Flight,Pune Maharashtra,4,Unknown,1961,,,,,,,,
5/10/1961,Air France,Flight,Zarzaitine-In Amenas Illizi,78,"Terrorism act, Hijacking, Sabotage",1961,,,,,,,,
5/12/1961,Lineas Aéreas Costarricenses - LACSA,Flight,Mt Arenal Alajuela (Center-North),2,Human factor,1961,,,,,,,,
5/19/1961,L. Mauldin,Flight,Brownsville Texas,0,Unknown,1961,,,,,,,,
5/19/1961,Bruce Campbell,Landing (descent or approach),Calshot AFB Hampshire,0,Unknown,1961,,,,,,,,
5/19/1961,L. Mauldin,Flight,Brownsville Texas,0,Unknown,1961,,,,,,,,
5/22/1961,Aigle Azur,Landing (descent or approach),Saigon Thành ph<U+1ED1> H<U+1ED3> Chí Minh City District,0,Technical failure,1961,,,,,,,,
5/24/1961,Trans Australia Airlines - TAA,Landing (descent or approach),Brisbane Queensland,2,Human factor,1961,,,,,,,,
5/24/1961,United States Air Force - USAF,Takeoff (climb),McChord AFB Washington,18,Technical failure,1961,,,,,,,,
5/24/1961,TMA of Lebanon - Trans Mediterranean Airways,Landing (descent or approach),Muscat Muscat Governorate,0,Technical failure,1961,,,,,,,,
5/25/1961,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Takeoff (climb),Taganrog Rostov oblast,0,Unknown,1961,,,,,,,,
5/26/1961,Royal Air Force - RAF,Takeoff (climb),East Fortune AFB East Lothian (Haddingtonshire),0,Technical failure,1961,,,,,,,,
5/27/1961,United States Air Force - USAF,Landing (descent or approach),Ramstein AFB Rhineland-Palatinate,0,Unknown,1961,,,,,,,,
5/29/1961,Royal Air Force - RAF,Flight,Singapore-Seletar All Singapore,13,Technical failure,1961,,,,,,,,
5/30/1961,VIASA - Venezolana Internacional de Aviacion SA,Takeoff (climb),Lisbon-Portela de Sacavém Estremadura - Lisbon District,61,Unknown,1961,,,,,,,,
6/5/1961,Aeroflot - Russian International Airlines,Landing (descent or approach),Chita-Kadala Zabaykalsky Krai,5,Human factor,1961,,,,,,,,
6/8/1961,Portuguese Air Force - Força Aerea Portuguesa,Flight,Quitexe Uíge,5,Unknown,1961,,,,,,,,
6/10/1961,United States Air Force - USAF,Flight,Pacific Ocean All World,8,Technical failure,1961,,,,,,,,
6/12/1961,KLM Royal Dutch Airlines - Koninklijke Luchtvaart Maatschappij,Landing (descent or approach),Cairo-Intl Cairo,20,Human factor,1961,,,,,,,,
6/12/1961,All Nippon Airways,Landing (descent or approach),Osaka-Itami Kansai,0,Human factor,1961,,,,,,,,
6/13/1961,Air Cameroon,Takeoff (climb),Douala Littoral,5,Human factor,1961,,,,,,,,
6/15/1961,Chilean Air Force - Fuerza Aérea de Chile,Flight,Lake Peñuelas Región de Valparaíso,6,Unknown,1961,,,,,,,,
6/16/1961,Aeroplane %26 Armament Experimental Establishment - A%26AEE,Flight,Kinlet Shropshire,0,Human factor,1961,,,,,,,,
6/17/1961,Continentale Deutsche Luftreederei,Landing (descent or approach),Kano Kano,1,Human factor,1961,,,,,,,,
6/19/1961,Trans Atlantica Argentina - TAA,Landing (descent or approach),Rio de Janeiro-Santos Dumont Rio de Janeiro,0,Human factor,1961,,,,,,,,
6/20/1961,Imperial Iranian Air Force,Flight,Tehran Tehran City District,9,Unknown,1961,,,,,,,,
6/20/1961,Overseas National Airways - ONA,Taxiing,Oakland California,0,Unknown,1961,,,,,,,,
6/20/1961,International Aircraft Services,Taxiing,Oakland California,0,Unknown,1961,,,,,,,,
6/22/1961,Metropolitan Air Movements,Landing (descent or approach),La Baule-Escoublac Loire-Atlantique,0,Unknown,1961,,,,,,,,
6/22/1961,Aeroflot - Russian International Airlines,Flight,Bogoroditsk Tula oblast,0,Technical failure,1961,,,,,,,,
6/23/1961,Forest Industries Flying Tankers,Flight,Mt Moriarty (Vancouver Island) British Columbia,4,Unknown,1961,,,,,,,,
6/25/1961,Private Belgian,Landing (descent or approach),Spa-La Sauvenière Liège,0,Unknown,1961,,,,,,,,
6/30/1961,Transcontinental TSA,Landing (descent or approach),Buenos Aires-Aeroparque-Jorge Newbery Buenos Aires City,24,Human factor,1961,,,,,,,,
7/1/1961,Indian Air Force - Bharatiya Vayu Sena,Flight,Chushul Jammu and Kashmir,3,Technical failure,1961,,,,,,,,
7/8/1961,Aeroflot - Russian International Airlines,Flight,Sosnovy Bor Sverdlovsk oblast,9,Technical failure,1961,,,,,,,,
7/8/1961,Nordair,Landing (descent or approach),Schefferville Quebec,3,Human factor,1961,,,,,,,,
7/10/1961,Aeroflot - Russian International Airlines,Landing (descent or approach),Odessa Odessa Oblast,1,Human factor,1961,,,,,,,,
7/10/1961,Metropolitan Air Movements,Takeoff (climb),Biggin Hill London Metropolis,2,Human factor,1961,,,,,,,,
7/11/1961,United Airlines,Landing (descent or approach),Denver-Stapleton Colorado,18,Technical failure,1961,,,,,,,,
7/12/1961,CSA Czech Airlines - Ceskoslovenské Státní Aerolinie,Landing (descent or approach),Casablanca-Nouasseur (Mohammed V) Grand Casablanca,72,Human factor,1961,,,,,,,,
7/13/1961,Argentinian Air Force - Fuerza Aérea Argentina,NA,Salta Salta,0,Unknown,1961,,,,,,,,
7/19/1961,Aerolineas Argentinas,Flight,Pardo Buenos Aires province,67,Weather,1961,,,,,,,,
7/20/1961,Aerolineas Vega,Flight,Río Grande Oaxaca,3,Unknown,1961,,,,,,,,
